landslide_id,longitude,latitude,utm_x,utm_y,label
LS_00383,80.78709506988525,7.496311187744141,476510.10159057844,828620.6310772607,1
LS_00384,80.778323514895,7.490402221679687,475541.99771265185,827967.8753054223,1
LS_00387,80.70615339279175,7.487209320068359,467579.03080043016,827619.5688993573,1
LS_00388,80.73374334971109,7.582000732421875,470629.5206385538,838096.8484592634,1
LS_00389,80.74659543255575,7.566495895385742,472046.22977699153,836381.9344837954,1
LS_00391,80.73427402973175,7.562740325927734,470686.7584563285,835967.5654525413,1
LS_00392,80.720205783844,7.558691024780273,469134.5374714306,835520.885369011,1
LS_00394,80.5287234817726,7.698383331298828,448027.6865789649,850982.5350829217,1
LS_00395,80.52746987342834,7.691951751708984,447888.6505455263,850271.6533514861,1
LS_00398,80.53521728515625,7.70665168762207,448744.8315997148,851895.8472868437,1
LS_00399,80.522237385111,7.702453226025369,447312.8874324164,851433.2706289914,1
LS_00406,80.51782274246216,7.692764282226562,446824.8271527298,850362.6680791772,1
LS_00408,80.51663139106137,7.723439294006633,446697.27767124237,853754.0564416001,1
LS_00410,80.78383135795593,7.517913818359375,476151.1902921776,831008.9725885655,1
LS_00411,80.77731394767761,7.525936126708984,475432.6046257614,831896.1981022028,1
LS_00412,80.77090573310852,7.534248352050781,474726.1090002961,832815.4794174231,1
LS_00413,80.73470843279803,7.550577163696289,470733.86067949585,834622.8938348739,1
LS_00414,80.76038551330566,7.561759948730469,473567.17299276055,835857.5127127476,1
LS_00415,80.76023533765007,7.546304702758789,473549.6664901143,834148.9417490553,1
LS_00418,80.75083995395237,7.551637649536133,472513.5180972885,834739.0809701623,1
LS_00422,80.55881834030151,7.606395721435547,451336.1818909408,840809.4966095412,1
LS_00423,80.56533039317412,7.598711013793945,452053.6439580475,839959.2057128898,1
LS_00424,80.42015886306763,7.160312652587891,435976.9909855441,791511.31576637,1
LS_00425,80.4126812616984,7.158815383911133,435151.1140561664,791346.8365661148,1
LS_00426,80.41714143753052,7.17840576171875,435646.3511306646,793511.9831184272,1
LS_00427,80.4091240564982,7.181352615356445,434761.5383884906,793838.9000568008,1
LS_00428,80.43612957000732,7.182634353637695,437743.48070272134,793976.8432056399,1
LS_00429,80.50764274597168,7.078098297119141,445627.07392792834,782411.1637737293,1
LS_00430,80.50019580451819,7.098190352339829,444807.0500020637,784633.2390968475,1
LS_00431,80.46913814544678,7.112323760986329,441379.07699622936,786199.5229095244,1
LS_00432,80.46488035212056,7.119646191745137,440909.8294551694,787009.5722705754,1
LS_00435,80.45715522766113,7.121408462524414,440056.99268077227,787205.389368526,1
LS_00437,80.46358442306519,7.135490417480469,440768.7582468326,788761.3468073253,1
LS_00438,80.45675033993192,7.132932662963867,440013.7809058045,788479.4651114558,1
LS_00442,80.43839059557234,7.14216423034668,437987.6586265229,789502.4640155771,1
LS_00444,80.44451625530536,7.140819549560548,438663.88937671995,789352.9866350768,1
LS_00445,80.60800814628601,7.462882995605469,456747.8367664837,824938.7062056327,1
LS_00446,80.5976402759552,7.469381332397461,455604.4892144478,825658.1367275785,1
LS_00448,80.58819484710693,7.429960250854492,454558.22230269946,821301.0402484774,1
LS_00449,80.59042644500732,7.449811935424805,454806.509658987,823495.4436315063,1
LS_00450,80.54981117248535,7.483945846557617,450328.6745284397,827273.3794731366,1
LS_00453,80.58150027348445,7.504936218261719,453827.34680575697,829590.4504106841,1
LS_00454,80.5020604133606,7.501981735229491,445062.2589272398,829272.9788076346,1
LS_00455,80.49555673245587,7.494291305541992,444343.7122150383,828423.5973826303,1
LS_00456,80.48192291259765,7.496492385864258,442839.7118479423,828668.684918882,1
LS_00457,80.49215126037598,7.487865447998047,443967.1488374701,827713.6316103411,1
LS_00458,80.48411451198731,7.484566029326954,443079.9732885574,827349.9025542096,1
LS_00459,80.49026536941528,7.47978401184082,443758.0308231785,826820.444334051,1
LS_00460,80.48187611897787,7.474332809448242,442831.6627833217,826218.8771238188,1
LS_00461,80.48822911580405,7.47068977355957,443532.1850419327,825815.30861469,1
LS_00462,80.49826453256114,7.483051256576662,444641.0587166684,827180.633819445,1
LS_00463,80.50466012954712,7.479448318481445,445346.2852217265,826781.5189554703,1
LS_00464,80.49598817825317,7.474393844604492,444388.7951956983,826223.8179498874,1
LS_00466,80.50303014119467,7.463291168212891,445164.4201444501,824995.5025196595,1
LS_00467,80.52005990346274,7.434429168701172,447040.06000069063,821802.6561526922,1
LS_00468,80.52569453301004,7.423229631553039,447660.5130167516,820563.8517105876,1
LS_00469,80.52196453735891,7.410823822021484,447247.42250998854,819192.8030420353,1
LS_00470,80.53060119628907,7.419328689575195,448201.51754525886,820132.0179645576,1
LS_00471,80.56470600763956,7.451332092285156,451968.55874989124,823666.2128736251,1
LS_00472,80.55422306060791,7.453863143920898,450812.1037704156,823947.1790560286,1
LS_00473,80.57905750274658,7.421758651733398,453549.05837348726,820395.2887907085,1
LS_00475,80.56129096536075,7.434946060180664,451589.9303440561,821855.0798216459,1
LS_00476,80.5552303314209,7.438432693481445,450921.53403138614,822241.2009251363,1
LS_00478,80.54602209726968,7.440439224243164,449905.65114328824,822464.0587254876,1
LS_00481,80.54976643456354,7.448110580444336,450319.6931035937,823311.7203002378,1
LS_00483,80.54121718571103,7.449026107788085,449376.4254647342,823413.9039041311,1
LS_00487,80.54228115081787,7.460329055786133,449495.1244008924,824663.3475210321,1
LS_00489,80.53840696161444,7.46583366394043,449068.2727059876,825272.3397107807,1
LS_00490,80.53001689910889,7.46977424621582,448142.96579402074,825708.9585216457,1
LS_00491,80.55608574549356,7.465656280517578,451018.9515221572,825250.7266909359,1
